Amount,Location,Type,Hour,Day,Is_New_Location,Is_High_Amount,Class
294.07,Hyderabad,ATM Withdrawal,22,Thu,0,0,0
329.17,Hyderabad,E-Commerce,7,Sat,1,0,0
25.61,Delhi,ATM Withdrawal,6,Fri,0,0,0
61.74,Other,UPI,17,Tue,0,0,0
3.54,Other,E-Commerce,9,Fri,0,0,0
69.43,Delhi,POS Swipe,22,Tue,0,0,0
296.69,Other,ATM Withdrawal,9,Wed,0,0,0
145.95,Delhi,POS Swipe,18,Tue,0,0,0
85.57,Other,Bank Transfer,22,Tue,0,0,0
92.96,Delhi,E-Commerce,0,Sat,0,1,0
0.27,Delhi,ATM Withdrawal,1,Fri,0,0,0
71.28,Other,UPI,0,Thu,0,0,1
207.95,Delhi,UPI,8,Tue,0,1,0
731.43,Other,UPI,14,Fri,0,0,1
375.54,Delhi,UPI,17,Tue,1,0,1
4.78,Hyderabad,ATM Withdrawal,17,Mon,0,0,0
457.66,Mumbai,Bank Transfer,21,Mon,1,0,0
305.75,Other,UPI,6,Mon,0,0,0
303.17,Delhi,UPI,13,Mon,0,0,0
122.5,Hyderabad,UPI,17,Thu,1,0,1
101.5,Mumbai,Bank Transfer,19,Sat,0,0,0
72.17,Delhi,E-Commerce,18,Tue,1,0,0
13.59,Mumbai,UPI,4,Mon,1,0,1
51.82,Other,UPI,8,Fri,0,0,0
56.63,Mumbai,UPI,17,Mon,0,0,0
132.36,Bangalore,E-Commerce,12,Wed,1,0,0
275.22,Pune,UPI,4,Wed,0,0,1
128.42,Bangalore,E-Commerce,23,Sat,0,0,0
11.92,Other,E-Commerce,21,Thu,0,0,0
633.02,Other,POS Swipe,19,Sun,0,0,0
571.98,Mumbai,POS Swipe,14,Wed,0,0,0
307.6,Hyderabad,UPI,23,Fri,0,0,1
949.53,Delhi,ATM Withdrawal,18,Mon,0,0,0
157.26,Pune,POS Swipe,19,Wed,0,0,0
658.12,Delhi,POS Swipe,10,Wed,0,0,0
15.72,Hyderabad,ATM Withdrawal,8,Thu,0,0,0
91.04,Other,Bank Transfer,20,Wed,0,1,0
51.08,Pune,UPI,21,Mon,0,0,0
43.59,Bangalore,Bank Transfer,15,Sat,0,0,0
30.35,Other,Bank Transfer,10,Sun,0,0,0
194.79,Other,E-Commerce,1,Sat,0,0,0
304.03,Mumbai,E-Commerce,7,Sat,0,0,0
172.69,Hyderabad,UPI,22,Sun,0,0,1
31.79,Mumbai,ATM Withdrawal,20,Tue,0,0,0
333.33,Mumbai,E-Commerce,4,Mon,0,0,0
202.1,Delhi,POS Swipe,10,Wed,0,0,0
98.26,Other,UPI,10,Wed,0,1,0
224.25,Hyderabad,Bank Transfer,8,Sun,0,0,0
60.2,Mumbai,UPI,10,Wed,1,0,1
84.68,Bangalore,E-Commerce,4,Thu,1,0,1
498.96,Pune,ATM Withdrawal,8,Fri,0,0,0
68.64,Hyderabad,Bank Transfer,0,Mon,0,1,0
126.97,Delhi,ATM Withdrawal,9,Sat,0,1,0
441.71,Hyderabad,UPI,7,Wed,0,1,0
246.01,Other,ATM Withdrawal,18,Sun,0,0,0
12.84,Delhi,ATM Withdrawal,15,Tue,1,0,0
31.87,Pune,UPI,12,Thu,0,0,0
1.57,Bangalore,Bank Transfer,23,Fri,0,0,0
199.35,Mumbai,ATM Withdrawal,4,Wed,1,0,1
118.72,Hyderabad,ATM Withdrawal,17,Sat,1,0,0
28.84,Delhi,UPI,8,Mon,1,0,1
633.7,Pune,POS Swipe,3,Tue,0,0,1
150.86,Mumbai,ATM Withdrawal,13,Sat,0,0,0
55.39,Pune,E-Commerce,6,Thu,0,0,0
138.87,Bangalore,Bank Transfer,11,Mon,0,0,0
227.65,Mumbai,ATM Withdrawal,23,Sun,0,0,0
15.86,Mumbai,UPI,6,Mon,1,0,1
64.24,Mumbai,E-Commerce,10,Thu,0,0,0
328.98,Delhi,UPI,21,Sun,0,0,0
123.11,Mumbai,ATM Withdrawal,14,Mon,0,0,0
158.19,Pune,E-Commerce,6,Sun,0,0,0
113.41,Delhi,Bank Transfer,19,Sun,0,0,0
8.98,Mumbai,Bank Transfer,16,Tue,0,0,0
36.24,Pune,Bank Transfer,4,Tue,1,0,1
117.95,Pune,POS Swipe,7,Sun,0,0,0
46.94,Hyderabad,UPI,9,Mon,0,1,0
10.25,Pune,ATM Withdrawal,5,Wed,0,0,0
371.13,Other,E-Commerce,20,Mon,0,0,0
794.7,Bangalore,UPI,1,Wed,0,0,1
315.15,Mumbai,ATM Withdrawal,4,Mon,0,0,0
384.54,Mumbai,POS Swipe,9,Sat,0,0,0
55.41,Mumbai,ATM Withdrawal,2,Fri,0,0,0
646.93,Pune,UPI,12,Tue,0,1,1
43.86,Pune,ATM Withdrawal,15,Mon,0,0,0
604.95,Mumbai,E-Commerce,14,Tue,0,1,0
1052.56,Other,POS Swipe,1,Thu,1,0,1
248.77,Delhi,E-Commerce,2,Fri,0,0,0
794.18,Delhi,POS Swipe,19,Wed,0,0,0
168.58,Bangalore,POS Swipe,17,Thu,0,0,0
60.1,Hyderabad,ATM Withdrawal,19,Fri,0,0,0
114.89,Bangalore,E-Commerce,19,Thu,0,0,0
180.06,Mumbai,POS Swipe,14,Tue,0,0,0
15.18,Mumbai,POS Swipe,21,Sat,0,0,0
194.75,Mumbai,ATM Withdrawal,4,Fri,0,0,0
794.54,Hyderabad,UPI,22,Thu,1,0,1
42.17,Pune,UPI,10,Wed,0,0,0
314.62,Hyderabad,Bank Transfer,22,Fri,0,0,0
476.97,Bangalore,Bank Transfer,2,Fri,0,1,0
575.42,Pune,POS Swipe,8,Thu,0,0,0
644.45,Pune,UPI,6,Sat,0,0,1
147.4,Bangalore,POS Swipe,22,Sun,0,0,0
757.15,Pune,E-Commerce,1,Sun,0,0,1
283.19,Delhi,UPI,14,Sun,0,0,0
35.27,Bangalore,UPI,11,Sun,0,0,0
129.6,Bangalore,UPI,15,Mon,1,0,1
253.4,Delhi,Bank Transfer,15,Wed,0,0,0
56.83,Hyderabad,ATM Withdrawal,15,Wed,1,0,0
204.67,Hyderabad,ATM Withdrawal,18,Sun,0,0,0
219.68,Hyderabad,Bank Transfer,2,Thu,1,0,1
35.51,Pune,Bank Transfer,21,Sat,0,0,0
166.52,Delhi,Bank Transfer,19,Tue,0,0,0
295.35,Bangalore,ATM Withdrawal,3,Tue,0,0,0
138.19,Bangalore,POS Swipe,0,Sun,0,0,0
2.44,Bangalore,Bank Transfer,21,Mon,0,0,0
1.82,Pune,POS Swipe,7,Mon,0,0,0
88.33,Pune,POS Swipe,23,Thu,0,0,0
521.26,Other,E-Commerce,14,Sat,0,0,0
51.93,Hyderabad,ATM Withdrawal,23,Tue,0,0,0
201.22,Other,POS Swipe,20,Wed,0,0,0
50.23,Other,ATM Withdrawal,21,Sat,1,0,0
77.62,Pune,ATM Withdrawal,4,Tue,0,0,0
376.83,Hyderabad,E-Commerce,19,Sat,0,0,0
261.03,Hyderabad,ATM Withdrawal,11,Thu,0,0,0
20.05,Bangalore,POS Swipe,19,Tue,0,0,0
111.97,Pune,UPI,19,Fri,0,0,0
5.92,Hyderabad,POS Swipe,3,Sun,1,0,1
131.13,Other,POS Swipe,21,Thu,0,0,0
217.2,Delhi,ATM Withdrawal,14,Fri,0,0,0
25.23,Delhi,POS Swipe,5,Sat,0,0,0
68.18,Pune,UPI,4,Thu,0,0,1
101.45,Bangalore,ATM Withdrawal,10,Wed,1,0,0
503.98,Bangalore,Bank Transfer,13,Thu,0,0,0
999.79,Hyderabad,POS Swipe,10,Thu,1,0,1
9.19,Pune,POS Swipe,8,Sun,0,0,0
286.26,Delhi,E-Commerce,23,Thu,0,0,0
92.96,Other,Bank Transfer,9,Thu,0,0,0
99.67,Hyderabad,Bank Transfer,5,Mon,0,0,0
280.7,Other,UPI,10,Fri,0,1,0
501.25,Hyderabad,Bank Transfer,8,Thu,1,0,1
602.9,Mumbai,E-Commerce,4,Thu,0,0,1
172.13,Other,UPI,9,Sat,0,0,0
88.36,Pune,Bank Transfer,19,Mon,0,0,0
309.81,Other,UPI,13,Tue,0,0,0
57.8,Other,Bank Transfer,5,Sat,0,0,0
166.06,Hyderabad,Bank Transfer,3,Sat,0,0,0
88.81,Delhi,Bank Transfer,23,Sun,0,0,0
213.79,Mumbai,POS Swipe,22,Sun,0,0,0
54.99,Other,Bank Transfer,20,Mon,0,0,0
42.54,Delhi,POS Swipe,9,Mon,0,0,0
500.79,Bangalore,ATM Withdrawal,21,Sun,1,0,1
21.47,Mumbai,E-Commerce,10,Mon,0,0,0
141.03,Mumbai,UPI,15,Sat,0,0,0
49.91,Hyderabad,UPI,6,Sat,0,0,0
7.94,Other,ATM Withdrawal,17,Sun,0,0,0
7.34,Bangalore,Bank Transfer,6,Thu,1,0,0
38.53,Hyderabad,E-Commerce,23,Mon,0,0,0
403.14,Pune,ATM Withdrawal,20,Mon,0,0,0
66.39,Delhi,ATM Withdrawal,14,Sun,1,0,0
600.99,Delhi,UPI,18,Sat,1,0,1
174.27,Hyderabad,POS Swipe,17,Sat,1,0,0
114.76,Delhi,POS Swipe,14,Mon,1,0,0
173.54,Other,Bank Transfer,17,Thu,0,0,0
145.42,Delhi,Bank Transfer,2,Wed,1,0,1
284.41,Other,ATM Withdrawal,0,Wed,1,0,1
66.4,Pune,Bank Transfer,0,Tue,0,0,0
87.1,Bangalore,POS Swipe,6,Thu,0,0,0
449.04,Mumbai,E-Commerce,9,Sat,0,0,0
585.45,Hyderabad,UPI,11,Mon,0,0,1
446.16,Hyderabad,POS Swipe,7,Sun,0,0,0
108.76,Other,Bank Transfer,21,Mon,1,0,0
303.16,Pune,UPI,22,Mon,0,0,1
129.38,Pune,UPI,16,Wed,0,0,0
137.65,Mumbai,ATM Withdrawal,13,Sun,0,0,0
45.8,Bangalore,Bank Transfer,16,Sat,0,0,0
178.87,Hyderabad,ATM Withdrawal,20,Sun,0,0,0
41.19,Other,UPI,22,Mon,0,0,1
80.56,Pune,ATM Withdrawal,5,Mon,0,0,0
386.25,Hyderabad,Bank Transfer,19,Wed,1,0,0
46.41,Other,POS Swipe,16,Mon,1,0,0
14.76,Delhi,E-Commerce,19,Sun,0,0,0
14.3,Hyderabad,POS Swipe,7,Tue,0,0,0
565.31,Bangalore,UPI,12,Sat,0,0,1
141.42,Other,POS Swipe,15,Sun,0,0,0
105.33,Bangalore,ATM Withdrawal,11,Fri,0,0,0
333.07,Hyderabad,Bank Transfer,16,Sun,0,0,0
361.37,Delhi,POS Swipe,17,Sun,0,0,0
80.75,Bangalore,POS Swipe,7,Tue,0,0,0
236.58,Pune,Bank Transfer,17,Thu,0,0,0
294.91,Other,ATM Withdrawal,10,Sun,0,0,0
212.64,Hyderabad,E-Commerce,12,Tue,0,0,0
32.88,Delhi,POS Swipe,11,Tue,0,0,0
417.31,Pune,UPI,14,Sun,0,0,0
154.91,Hyderabad,ATM Withdrawal,2,Sun,0,0,0
66.39,Delhi,ATM Withdrawal,2,Wed,0,0,0
110.76,Pune,POS Swipe,5,Thu,0,1,0
7.66,Bangalore,Bank Transfer,2,Sun,0,0,0
27.36,Hyderabad,POS Swipe,8,Sat,0,0,0
290.1,Hyderabad,POS Swipe,10,Sun,0,0,0
0.0,Bangalore,Bank Transfer,7,Sat,0,0,0
107.76,Mumbai,UPI,3,Tue,1,0,1
147.84,Pune,Bank Transfer,21,Fri,0,1,0
11.24,Bangalore,POS Swipe,23,Tue,0,0,0
722.96,Hyderabad,E-Commerce,19,Mon,1,0,1
51.27,Pune,Bank Transfer,14,Wed,0,0,0
72.54,Pune,UPI,4,Mon,1,0,1
72.46,Mumbai,Bank Transfer,6,Thu,0,0,0
52.38,Hyderabad,Bank Transfer,7,Thu,0,0,0
0.29,Delhi,ATM Withdrawal,6,Wed,1,0,0
261.38,Mumbai,ATM Withdrawal,7,Tue,0,0,0
681.32,Mumbai,POS Swipe,3,Thu,0,0,1
50.8,Delhi,POS Swipe,0,Fri,0,0,0
217.56,Delhi,Bank Transfer,21,Sun,0,0,0
270.88,Mumbai,E-Commerce,4,Wed,0,0,0
377.34,Pune,POS Swipe,10,Mon,0,0,0
109.85,Bangalore,Bank Transfer,3,Fri,0,0,0
72.17,Bangalore,Bank Transfer,1,Sun,0,0,0
78.7,Mumbai,Bank Transfer,16,Sun,0,1,0
249.39,Pune,Bank Transfer,11,Sat,1,0,0
339.41,Delhi,Bank Transfer,1,Wed,1,1,1
40.08,Other,ATM Withdrawal,8,Fri,0,0,0
92.71,Mumbai,UPI,5,Sun,0,0,1
464.44,Hyderabad,UPI,5,Wed,0,0,1
328.7,Pune,Bank Transfer,17,Mon,1,0,0
838.06,Hyderabad,POS Swipe,21,Tue,0,1,0
280.69,Hyderabad,E-Commerce,2,Wed,0,0,0
99.91,Mumbai,Bank Transfer,14,Thu,0,0,0
178.63,Pune,E-Commerce,6,Mon,0,0,0
216.36,Hyderabad,ATM Withdrawal,12,Mon,0,0,0
16.34,Pune,UPI,9,Fri,0,0,0
157.27,Bangalore,ATM Withdrawal,3,Thu,0,0,0
247.11,Other,POS Swipe,15,Fri,0,0,0
36.62,Hyderabad,POS Swipe,8,Sat,0,0,0
303.4,Hyderabad,Bank Transfer,20,Mon,0,0,0
175.3,Pune,POS Swipe,9,Wed,0,0,0
608.24,Other,POS Swipe,18,Sat,0,0,0
8.67,Bangalore,ATM Withdrawal,16,Thu,0,0,0
61.67,Hyderabad,E-Commerce,0,Mon,0,0,0
184.04,Mumbai,UPI,12,Sun,0,0,0
70.35,Pune,POS Swipe,3,Thu,0,0,0
250.65,Pune,POS Swipe,14,Sat,0,0,0
284.6,Hyderabad,ATM Withdrawal,9,Wed,0,1,0
21.63,Bangalore,UPI,19,Tue,0,0,0
144.25,Hyderabad,ATM Withdrawal,8,Fri,0,0,0
142.22,Delhi,E-Commerce,7,Sun,0,0,0
92.18,Hyderabad,ATM Withdrawal,19,Fri,0,0,0
540.39,Other,UPI,5,Sat,0,0,1
351.48,Other,UPI,22,Mon,0,1,1
238.94,Delhi,POS Swipe,9,Mon,0,0,0
250.58,Other,E-Commerce,23,Wed,0,0,0
123.87,Other,Bank Transfer,19,Mon,0,0,0
507.65,Mumbai,POS Swipe,16,Mon,1,0,1
237.22,Pune,ATM Withdrawal,4,Mon,0,0,0
261.11,Other,ATM Withdrawal,13,Thu,0,0,0
395.65,Pune,UPI,16,Thu,0,1,0
64.06,Bangalore,UPI,10,Tue,0,0,0
329.09,Hyderabad,UPI,3,Thu,0,0,1
43.44,Mumbai,Bank Transfer,22,Sun,0,0,0
84.73,Delhi,Bank Transfer,22,Sun,0,0,0
81.78,Bangalore,POS Swipe,16,Fri,0,0,0
768.18,Mumbai,Bank Transfer,1,Sun,0,0,1
388.34,Mumbai,UPI,20,Sat,0,0,0
241.58,Delhi,POS Swipe,21,Tue,0,0,0
259.7,Delhi,POS Swipe,0,Mon,0,0,0
165.14,Pune,E-Commerce,17,Fri,0,0,0
587.84,Hyderabad,Bank Transfer,6,Tue,0,0,0
137.14,Bangalore,ATM Withdrawal,21,Sat,1,0,0
95.77,Hyderabad,ATM Withdrawal,5,Tue,0,0,0
35.59,Bangalore,E-Commerce,5,Fri,0,0,0
308.55,Mumbai,UPI,13,Tue,0,0,0
265.19,Other,E-Commerce,22,Fri,1,0,1
97.02,Other,UPI,11,Tue,0,1,0
5.1,Delhi,Bank Transfer,13,Tue,0,0,0
365.27,Delhi,Bank Transfer,13,Sun,0,1,0
2.3,Mumbai,POS Swipe,11,Tue,0,0,0
243.28,Mumbai,POS Swipe,8,Fri,0,0,0
703.03,Bangalore,POS Swipe,8,Tue,0,0,0
115.13,Mumbai,POS Swipe,1,Sun,0,0,0
53.57,Bangalore,ATM Withdrawal,17,Sat,0,0,0
244.07,Hyderabad,POS Swipe,4,Sat,0,0,0
339.79,Delhi,POS Swipe,22,Thu,0,0,0
158.12,Delhi,POS Swipe,11,Thu,0,0,0
682.46,Other,UPI,13,Thu,0,0,1
10.61,Other,POS Swipe,12,Thu,0,0,0
140.56,Delhi,E-Commerce,2,Thu,0,0,0
253.49,Hyderabad,POS Swipe,14,Sat,0,0,0
397.03,Hyderabad,POS Swipe,14,Mon,0,0,0
39.51,Pune,ATM Withdrawal,2,Tue,0,0,0
321.89,Bangalore,POS Swipe,19,Sat,0,0,0
160.91,Other,UPI,18,Sat,1,0,1
101.02,Bangalore,Bank Transfer,14,Wed,1,0,0
28.25,Other,POS Swipe,18,Mon,0,0,0
400.93,Pune,POS Swipe,7,Fri,0,0,0
34.22,Delhi,POS Swipe,22,Sun,0,0,0
74.15,Bangalore,ATM Withdrawal,12,Mon,0,0,0
68.51,Other,Bank Transfer,22,Wed,0,0,0
410.23,Bangalore,ATM Withdrawal,9,Sat,0,0,0
223.38,Delhi,ATM Withdrawal,1,Mon,1,0,1
318.6,Mumbai,ATM Withdrawal,10,Tue,1,0,0
57.66,Other,UPI,21,Thu,1,0,1
196.1,Mumbai,Bank Transfer,18,Tue,0,0,0
169.61,Pune,UPI,8,Mon,1,0,1
357.75,Hyderabad,UPI,8,Sat,0,0,0
473.08,Bangalore,Bank Transfer,5,Sat,1,1,1
2.45,Other,UPI,9,Wed,0,0,0
224.18,Bangalore,Bank Transfer,21,Fri,0,0,0
10.65,Pune,POS Swipe,23,Tue,0,0,0
159.19,Pune,ATM Withdrawal,7,Wed,0,0,0
67.83,Bangalore,UPI,14,Fri,0,0,0
73.28,Other,Bank Transfer,5,Thu,1,0,1
87.07,Delhi,E-Commerce,6,Tue,0,0,0
194.2,Delhi,UPI,19,Sat,0,0,0
81.31,Hyderabad,UPI,16,Tue,0,0,0
263.88,Bangalore,Bank Transfer,3,Sat,0,0,0
103.68,Bangalore,E-Commerce,7,Sat,0,0,0
14.16,Other,E-Commerce,12,Thu,0,0,0
306.27,Bangalore,POS Swipe,23,Thu,0,0,0
67.31,Other,UPI,13,Mon,1,0,1
113.4,Bangalore,ATM Withdrawal,17,Fri,1,0,0
231.32,Pune,UPI,22,Wed,0,0,1
80.83,Mumbai,ATM Withdrawal,16,Sun,1,0,0
11.65,Bangalore,ATM Withdrawal,17,Sun,0,0,0
93.66,Mumbai,Bank Transfer,13,Thu,0,0,0
578.09,Delhi,UPI,23,Mon,0,0,1
205.3,Hyderabad,Bank Transfer,10,Fri,0,0,0
222.63,Delhi,POS Swipe,9,Fri,0,0,0
200.09,Bangalore,ATM Withdrawal,12,Tue,1,0,0
44.38,Other,E-Commerce,19,Mon,0,0,0
108.37,Delhi,ATM Withdrawal,15,Mon,0,0,0
278.01,Pune,POS Swipe,13,Tue,1,0,0
21.38,Mumbai,ATM Withdrawal,2,Sun,0,0,0
65.11,Other,Bank Transfer,17,Wed,0,0,0
64.68,Other,UPI,5,Sun,1,0,1
113.13,Bangalore,E-Commerce,19,Thu,1,0,0
786.13,Pune,Bank Transfer,2,Sat,1,0,1
13.98,Mumbai,UPI,18,Tue,0,0,0
146.25,Pune,E-Commerce,2,Thu,0,0,0
39.54,Delhi,POS Swipe,11,Sat,0,0,0
705.87,Bangalore,ATM Withdrawal,7,Mon,0,0,0
24.05,Other,E-Commerce,4,Sun,0,0,0
103.37,Other,POS Swipe,16,Tue,1,0,0
267.79,Delhi,UPI,9,Sat,1,0,1
243.85,Other,E-Commerce,20,Wed,0,0,0
109.89,Hyderabad,POS Swipe,16,Thu,0,0,0
85.09,Bangalore,UPI,8,Sun,0,0,0
101.37,Delhi,Bank Transfer,12,Thu,0,0,0
61.38,Bangalore,ATM Withdrawal,9,Thu,0,0,0
45.97,Mumbai,POS Swipe,7,Mon,0,0,0
131.96,Bangalore,Bank Transfer,6,Sun,0,0,0
62.54,Bangalore,UPI,1,Sat,0,1,1
67.78,Mumbai,E-Commerce,1,Thu,0,0,0
213.86,Delhi,ATM Withdrawal,3,Fri,0,0,0
691.79,Bangalore,UPI,8,Sun,0,0,1
185.09,Pune,POS Swipe,13,Thu,0,0,0
16.02,Bangalore,ATM Withdrawal,23,Mon,0,0,0
15.72,Delhi,Bank Transfer,10,Tue,0,0,0
604.92,Other,ATM Withdrawal,20,Thu,0,0,0
70.56,Mumbai,Bank Transfer,6,Thu,0,0,0
19.32,Other,UPI,18,Tue,0,0,0
182.78,Delhi,E-Commerce,3,Sat,1,0,1
195.45,Hyderabad,ATM Withdrawal,1,Sat,0,0,0
209.11,Other,E-Commerce,22,Fri,0,0,0
62.23,Bangalore,E-Commerce,21,Mon,0,0,0
3.05,Bangalore,ATM Withdrawal,20,Tue,0,0,0
670.57,Mumbai,ATM Withdrawal,22,Mon,0,0,1
57.77,Bangalore,E-Commerce,18,Sat,1,1,0
225.42,Pune,POS Swipe,20,Tue,0,0,0
245.26,Pune,POS Swipe,17,Wed,1,0,0
188.33,Other,ATM Withdrawal,20,Fri,0,0,0
75.06,Delhi,E-Commerce,6,Wed,0,1,0
63.24,Mumbai,E-Commerce,10,Sat,0,0,0
182.1,Hyderabad,UPI,9,Sun,1,0,1
402.13,Other,E-Commerce,10,Tue,0,0,0
586.49,Delhi,POS Swipe,22,Sat,0,0,1
22.39,Mumbai,UPI,8,Tue,0,0,0
33.64,Mumbai,POS Swipe,2,Mon,0,0,0
579.13,Other,Bank Transfer,23,Tue,0,0,1
266.77,Delhi,ATM Withdrawal,4,Sat,1,0,1
429.11,Delhi,Bank Transfer,22,Mon,0,0,0
45.29,Bangalore,ATM Withdrawal,0,Mon,0,0,0
177.15,Hyderabad,POS Swipe,0,Tue,0,0,0
241.56,Pune,POS Swipe,19,Mon,0,0,0
227.96,Bangalore,Bank Transfer,4,Sat,0,0,0
104.9,Mumbai,ATM Withdrawal,18,Sun,0,1,0
3.1,Hyderabad,ATM Withdrawal,5,Fri,0,0,0
174.9,Hyderabad,UPI,2,Wed,0,0,1
58.37,Delhi,E-Commerce,20,Tue,0,0,0
119.66,Hyderabad,UPI,12,Mon,1,0,1
632.03,Other,POS Swipe,16,Mon,1,0,1
101.84,Hyderabad,Bank Transfer,2,Sat,0,0,0
366.27,Mumbai,ATM Withdrawal,22,Mon,0,0,0
41.78,Other,UPI,2,Mon,0,0,1
223.23,Other,Bank Transfer,20,Fri,0,0,0
754.51,Bangalore,Bank Transfer,22,Sun,0,0,1
21.49,Hyderabad,E-Commerce,12,Tue,0,0,0
1.67,Delhi,ATM Withdrawal,1,Tue,0,0,0
113.68,Bangalore,Bank Transfer,2,Sat,1,0,1
19.44,Delhi,ATM Withdrawal,19,Fri,0,0,0
275.97,Hyderabad,UPI,15,Fri,0,0,0
491.96,Bangalore,Bank Transfer,20,Fri,1,0,0
113.84,Hyderabad,Bank Transfer,11,Tue,1,1,0
59.87,Mumbai,UPI,8,Sun,0,0,0
113.97,Bangalore,ATM Withdrawal,15,Thu,0,1,0
257.07,Delhi,ATM Withdrawal,3,Sat,0,0,0
1.82,Mumbai,Bank Transfer,19,Sat,0,0,0
178.05,Pune,UPI,17,Wed,0,0,0
190.02,Delhi,POS Swipe,0,Fri,0,0,0
203.05,Hyderabad,ATM Withdrawal,6,Fri,1,0,0
55.42,Delhi,POS Swipe,19,Tue,0,0,0
250.39,Pune,Bank Transfer,11,Sun,0,0,0
19.17,Delhi,POS Swipe,7,Sat,0,0,0
44.45,Mumbai,POS Swipe,7,Tue,0,0,0
419.88,Other,ATM Withdrawal,23,Sun,0,0,0
268.43,Delhi,Bank Transfer,21,Wed,0,0,0
2.77,Bangalore,POS Swipe,8,Mon,1,0,0
57.1,Pune,ATM Withdrawal,13,Tue,1,1,0
48.26,Delhi,POS Swipe,19,Sun,0,0,0
63.16,Pune,ATM Withdrawal,4,Sun,1,0,1
56.89,Other,Bank Transfer,19,Wed,0,0,0
12.91,Mumbai,UPI,20,Sun,0,0,0
122.85,Bangalore,ATM Withdrawal,1,Tue,0,0,0
263.9,Hyderabad,ATM Withdrawal,20,Tue,0,0,0
186.65,Delhi,POS Swipe,9,Tue,1,1,0
223.48,Mumbai,Bank Transfer,23,Thu,0,0,0
16.93,Pune,E-Commerce,8,Sun,0,0,0
605.2,Other,E-Commerce,6,Thu,0,1,0
364.64,Pune,UPI,22,Fri,0,0,1
327.04,Other,Bank Transfer,21,Thu,0,0,0
346.3,Other,ATM Withdrawal,17,Wed,0,0,0
539.75,Mumbai,E-Commerce,11,Tue,0,0,0
157.16,Delhi,UPI,10,Thu,1,0,1
44.7,Hyderabad,Bank Transfer,9,Sat,1,0,0
191.83,Delhi,UPI,12,Tue,0,0,0
271.64,Bangalore,E-Commerce,8,Mon,0,0,0
267.82,Delhi,POS Swipe,15,Fri,1,0,0
147.4,Other,POS Swipe,20,Thu,0,0,0
14.18,Other,Bank Transfer,21,Sat,0,0,0
92.76,Bangalore,UPI,16,Sun,0,0,0
507.07,Pune,ATM Withdrawal,4,Sat,0,0,1
175.63,Other,E-Commerce,5,Tue,0,0,0
154.58,Bangalore,POS Swipe,9,Mon,1,0,0
62.63,Other,POS Swipe,10,Fri,0,0,0
91.92,Hyderabad,UPI,1,Fri,0,0,1
451.42,Other,POS Swipe,6,Mon,0,0,0
219.6,Mumbai,UPI,13,Thu,0,0,0
309.66,Bangalore,E-Commerce,3,Thu,0,0,0
121.15,Delhi,UPI,4,Tue,0,0,1
198.98,Bangalore,POS Swipe,18,Wed,0,0,0
57.11,Pune,UPI,20,Tue,0,0,0
244.47,Other,POS Swipe,19,Tue,0,0,0
111.58,Bangalore,Bank Transfer,9,Sun,1,0,0
116.87,Hyderabad,POS Swipe,5,Tue,0,0,0
209.58,Bangalore,POS Swipe,1,Sun,0,0,0
550.65,Hyderabad,POS Swipe,2,Mon,0,0,1
13.23,Other,Bank Transfer,14,Fri,0,0,0
348.3,Delhi,ATM Withdrawal,9,Fri,0,0,0
69.17,Other,POS Swipe,16,Wed,0,1,0
117.37,Pune,ATM Withdrawal,6,Thu,0,0,0
4.43,Mumbai,E-Commerce,1,Tue,1,0,1
71.63,Delhi,UPI,6,Mon,0,0,0
139.68,Delhi,ATM Withdrawal,14,Mon,0,0,0
11.56,Mumbai,E-Commerce,2,Tue,0,0,0
135.1,Bangalore,UPI,4,Mon,0,0,1
523.76,Other,POS Swipe,21,Mon,0,0,0
22.27,Bangalore,POS Swipe,7,Sun,1,0,0
289.16,Bangalore,POS Swipe,3,Tue,0,1,0
105.42,Other,Bank Transfer,17,Wed,0,0,0
212.94,Pune,Bank Transfer,18,Mon,0,1,0
60.28,Delhi,Bank Transfer,7,Fri,0,0,0
34.75,Hyderabad,Bank Transfer,22,Sat,0,0,0
34.98,Mumbai,E-Commerce,5,Fri,0,0,0
14.62,Delhi,E-Commerce,4,Sun,0,0,0
41.07,Bangalore,POS Swipe,4,Sun,0,0,0
218.26,Mumbai,UPI,16,Sat,0,0,0
426.89,Hyderabad,Bank Transfer,5,Sat,0,0,0
336.54,Delhi,UPI,12,Fri,0,0,0
231.12,Delhi,E-Commerce,8,Tue,0,0,0
23.4,Pune,Bank Transfer,23,Sat,0,0,0
68.27,Delhi,E-Commerce,11,Fri,1,0,0
74.16,Delhi,E-Commerce,9,Thu,0,0,0
57.52,Hyderabad,ATM Withdrawal,0,Mon,0,0,0
144.72,Hyderabad,E-Commerce,10,Sun,0,0,0
153.38,Mumbai,POS Swipe,5,Wed,0,0,0
88.29,Bangalore,E-Commerce,2,Sat,0,0,0
87.33,Hyderabad,Bank Transfer,5,Fri,0,0,0
352.7,Mumbai,POS Swipe,8,Tue,0,0,0
311.46,Delhi,E-Commerce,21,Sun,0,0,0
73.57,Mumbai,POS Swipe,7,Sat,0,0,0
490.19,Mumbai,E-Commerce,14,Wed,0,0,0
610.74,Mumbai,POS Swipe,21,Sun,0,0,0
79.13,Other,UPI,5,Tue,0,0,1
87.52,Mumbai,ATM Withdrawal,22,Wed,0,0,0
140.9,Hyderabad,POS Swipe,10,Wed,0,0,0
